feature,ad__model6,pricing_pd__model6,pricing_lgd__model6,ad__model3,pricing_pd__model3,pricing_lgd__model3,ad__model4,pricing_pd__model4,pricing_lgd__model4,ad__model5,pricing_pd__model5,pricing_lgd__model5,ad__noPTImodel7,pricing_pd__noPTImodel7,pricing_lgd__noPTImodel7,eng,app,ln,tu,sum,description
rp06s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of repossession trades in past 12 months
rvdexq1__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Q1 (Jan - March) revolving spend indexed to annual revolving spend
rev321__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Min Total Open-to-Buy for Revolving accounts over the past 3 months
us101s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of all unsecured installment trades verified in past 12 months (BKAGBAL)
revs902__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Aggregate Revolving Monthly Spend over last 6 Months
linkf163__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of distinct email addresses
br101s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of all bank revolving trades verified in past 12 months
rle906__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Amount of over-payments on Real-Estate accounts in the past 24 months
au200s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of auto trades that are 30 days or more past due ever
of09s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of credit union trades opened in past 24 months
rvlr08__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Number of bankcard revolver trades over last 3 months
at33a__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of open trades verified in past 12 months
rvdex01__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Annual year-over-year revolving spend index
paymnt06__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Ratio of actual to minimum payment over last 6 months for installment trades
subjectwillingnessprimaryfactor__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Indicates the primary factor behind the value returned for the SubjectWillingnessIndex attribute
st50s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of 90 or more days past due ratings on student loan trades
subjectwillingnessindex__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Modeled risk index indicating the subject's willingness to fulfill a credit obligation on the basis of recent or historical non-derogatory and derogatory public record activity on file
ret319__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Max Total Open-to-Buy for Retail accounts over the past 24 months
bc21s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Months since most recent credit card trade opened
linkf206__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total Bad ACH events in last 6 Months
g235s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of trades opened since most recent delinquency (delinquency search limited to 24 months)
linkf154__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of distinct cell phones
linkf004__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of NSF within last 24 months
addrinputdwelltype__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,6.0,Indicates the dwelling type on file for the input address
lienjudgmenttimenewest__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,"Time (in months) since the most recently recorded lien or judgment on subject's file, excluding evictions"
revs905__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,6.0,Months since max. revolving monthly spend over last 12 months
assetpropnewestsaleprice__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Subject's most recent real property sale price based on real property ownership records on file
per205__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total Payment Ratio for Personal Loan accounts over the past 24 months
rt28s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total credit line of open retail trades verified in past 12 months
st36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent student loan delinquency
linkf044__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,"Number of open, collection or charge-off trade segments ONLINE LENDER"
ret317__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Max Total Open-to-Buy for Retail accounts over the past 6 months
per201__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total Payment Ratio for Personal Loan accounts over the past 1 month
bc36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent credit card delinquency
cv07__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total balance of mortgage trades with a loan modification updated in past 12 months
rvlr03__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total bankcard revolver trade balance
revs901__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,3.0,Aggregate Revolving Monthly Spend over last 3 Months
assetownership__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,"Indicates subject has ownership of assets (watercraft, aircraft, or real property) based on asset ownership records on file"
ret223__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average total Payment Ratio for Retail accounts over the past 6 months
linkt006__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of derogatory public records
fr36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent finance revolving delinquency
linkf022__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of satisfactory ACH transactions within last 6 months
linkf058__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of trades opened within last 12 months STOREFRONT LENDER
st21s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent student loan trade opened
st20s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since oldest student loan trade opened
intscore__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,LN score
rev112__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 75% was more than 25%
linkf197__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total Good ACH events
rvdexq4__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Q4 (Oct - Dec) revolving spend indexed to revolving annual spend
rev327__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average Total Open-to-Buy for Revolving accounts over the past 12 months
addrcurrenttaxmarketvalue__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,Indicates tax assessed market value for the current address on subject's file
walsrvs1__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Spend on current dominant revolving trade relative to total spend over the past month
br02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of open bank revolving trades
st45s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,3.0,Months since oldest student loan in repayment trade opened
inst_trd__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of installment trades
aut232__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Aggregate Excess Payment for Auto accounts over the past 3 months
ret81__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since a Retail trade last exceeded 25% utilization
linka080__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of days since last (most recent) open (unpaid) non-sufficient funds
rp02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of repossession trades in past 12 months
g307s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Worst rating on auto trades
us21s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent unsecured installment trade opened
rets901__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Aggregate Retail Monthly Spend over last 3 Months
of33s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total balance of open credit union trades verified in past 12 months
indexq3__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Q3 (Jul - Sep) spend indexed to annual spend
cv18__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,"Number of trades prior 60 days past due, now current, verified in past 12 months"
proflictypecategory__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,"Most recent professional license type category on subject's file, grouped based on published U.S. Census occupation data"
cv27__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Percent of credit card trades from inactive to active status in the past 12 months
linkf064__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of charged-off and open past due trade segments
cv28__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Percent of credit card trades from active to inactive status in the past 12 months
rev162__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of months in the past 12 months where percentage of Revolving trades utilized more than 100% was more than 90%
addrpreviousownershipindex__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,Index indicating subject's ownership level at the most previous address based on the property record on subject's file
agg911__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Max aggregate bankcard utilization over last 12 months
linkf207__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total Good ACH amount in last 3 Months
g200b__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Percentage of contractually liable debt for trades with a current balance > 0
fi29s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of open finance installment trades with balance > $0 verified in past 12 months
linka083__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Amount of largest paid non-sufficient funds (single check)
us25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of currently open and satisfactory unsecured installment trades 12 months or older
at03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of open trades currently satisfactory
g208s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Percentage of individual debt
lm04s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total credit line of mortgage trades with a loan modification
st29s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of open student loan trades with balance > $0 verified in past 12 months
sourcevoterregistration__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,Indicates voter registration record on subject's file
bkc327__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average Total Open-to-Buy for Bankcard accounts over the past 12 months
at34b__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,3.0,Utilization for open trades verified in past 12 months (excluding mortgage and home equity)
linka048__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of checking account inquiries in the last month
rtdex02__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Most recent quarter year-over-year retail spend index
bc110s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total past due amount of all credit card trades verified in past 12 months
cv08__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total credit line of mortgage trades with a loan modification
pb101s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total balance of all premium credit card trades verified in past 12 months
bi28s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total credit line of open bank installment trades verified in past 12 months
br32s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Maximum balance owed on open bank revolving trades verified in past 12 months
at25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of currently open and satisfactory trades 12 months or older
ret327__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average Total Open-to-Buy for Retail accounts over the past 12 months
st12s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of open student loan trades verified in past 12 months
fr101s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total balance of all finance revolving trades verified in past 12 months
se28s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total credit line of open secured installment trades verified in past 12 months
rev254__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average Aggregate Excess Payment for Revolving accounts over the past 12 months
per225__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average total Payment Ratio for Personal Loan accounts over the past 24 months
us35s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average balance of open unsecured installment trades verified in past 12 months
bkc315__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of months since Max Total Open-to-Buy for Bankcard accounts
addrchangecount24month__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,Number of addresses first seen in last 24 months on subject's file
se32s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Maximum balance owed on open secured installment trades verified in past 12 months
us32s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Maximum balance owed on open unsecured installment trades verified in past 12 months
agg906__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average aggregate bankcard utilization over last 12 months
ret102__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of months in the past 12 months where percentage of Retail trades utilized less than 50% was more than 25%
st57s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total past due amount of open student loan trades verified in past 12 months
rle902__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of over-payments on Real-Estate accounts in the past 12 months
re102s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average credit line of open revolving trades verified in past 12 months
aut234__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Aggregate Excess Payment for Auto accounts over the past 12 months
fr25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of currently open and satisfactory finance revolving trades 12 months or older
st33s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total balance of open student loan trades verified in past 12 months
linkt007__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent derogatory public record
bi33s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total balance of open bank installment trades verified in past 12 months
fr21s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent finance revolving trade opened
of27s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of currently open and satisfactory credit union trades 24 months or older
g205s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total monthly obligation for individual account verified in past 12 months
rev318__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Max Total Open-to-Buy for Revolving accounts over the past 12 months
walsrvs2__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Spend on current dominant revolving trade relative to total spend over the past year
walshr09__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent wallet share shift > 25% in last 24 months
linka025__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,"Number of other inquiries in the last 3 years.  
Inquiries that do not fall into the other specified categories (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
educationattendance__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0,3.0,Indicates subject attended college based on student directory information on file
linkf120__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of trade segments within last 12 months
aut233__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Aggregate Excess Payment for Auto accounts over the past 6 months
rvlr65__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Flag indicating that the consumer revolved at least five times on at least one of his top 5 bankcards in the past 6 months
rvlr10__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of bankcard revolver trades on newly opened cards
linkf174__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of distinct zip codes within last 18 months
rp04s__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Months since most recent repossession trade reported
st09s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Number of student loan trades opened in past 24 months
educationevidence__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,3.0,"Indicates evidence of college attendance on the subject's file based on college institution address, professional licensure, student directories, and email domains such as '.edu' that are affiliated with institutions of higher education "
of25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of currently open and satisfactory credit union trades 12 months or older
fr31s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Percentage of open finance revolving trades > 75% of credit line verified in past 12 months
linkf035__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Number of open delinquent and charge-off trade segments ONLINE LENDER
rvlr15__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with highest balance  - month 9 - 16
linkf161__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of distinct email addresses within last 6 months
all255__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Average Aggregate Excess Payment for All accounts over the past 24 months
jt20s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Months since oldest joint trade opened
se02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of open secured installment trades
rp08s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of paid/redeemed repossession trades
lienjudgmentcount12month__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,3.0,"Total lien and judgment records in the last 12 months on subject's file, excluding evictions"
in30s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Percentage of open installment trades > 50% of credit line verified in past 12 months
rev82__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Months since a Revolving trade last exceeded 50% utilization
bc30s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Percentage of open credit card trades > 50% of credit line verified in past 12 months
jt40s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Number of joint revolving trades
