feature,pricing_pd__model6,pricing_lgd__model6,pricing_pd__model3,pricing_lgd__model3,pricing_pd__model4,pricing_lgd__model4,pricing_pd__model5,pricing_lgd__model5,pricing_pd__noPTImodel7,pricing_lgd__noPTImodel7,pricing_pd__maybePTImodel7,pricing_lgd__maybePTImodel7,pricing_pd__yesPTImodel7,pricing_lgd__yesPTImodel7,eng,app,ln,tu,sum,description
payment__app,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,1,0,0,0.0,Payment
linkf047__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of trade segments opened within last 12 months ONLINE LENDER
linkf083__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of inquiries within last 1 month
all234__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Aggregate Excess Payment for All accounts over the past 12 months
per252__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Average Aggregate Excess Payment for Personal Loan accounts over the past 3 months
rvlr28__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fifth highest balance   - month 17 to 24
index02__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Most recent quarter year-over-year spend index
rvlr66__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Flag indicating that the consumer revolved at least six times on at least one of his top 5 bankcards in the past 6 months
fr29s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of open finance revolving trades with balance > $0 verified in past 12 months
g418s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Months since most recent auto inquiry
aggs904__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Max Aggregate Monthly Spend over last 12 Months
assetpropsaletimeoldest__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,1,0,0.0,Time (in months) since subject's earliest recorded real property sale based on real property ownership records on subject's file
of57s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Total past due amount of open credit union trades verified in past 12 months
linka068__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Number of paid non-sufficient funds in the last 2 months
linka005__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Average number of checks ordered in the last 3 years
aggs908__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Age of top-of-wallet bankcard (highest annual spend).
linka030__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of days since most recent checking account inquiry
linkf089__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Number of inquiries within last 18 months
linkf078__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Number of trade segments opened within last 12 months
br03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Number of currently satisfactory open bank revolving trades
linkf048__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Total balance on open or collection trade segments ONLINE LENDER
bkc152__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 75% was more than 90%
bc_trd__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Number of bankcard trades
linkf036__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of inquiries within last 1 month ONLINE LENDER
fr03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Number of currently satisfactory open finance revolving trades
in57s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Total past due amount of open installment trades verified in past 12 months
rev102__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 50% was more than 25%
of32s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Maximum balance owed on credit union trades verified in past 12 months
rvlr26__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fifth highest balance   - month 1 to 8
hi36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Months since most recent home equity loan delinquency
linka003__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,"Number of other inquiries in the last 2 years.  
Inquiries that do not fall into the other specified categories (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
linkf208__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,0.0,Total Bad ACH amount in last 6 Months
ssnsubjectcount__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,Total number of unique identities found on file with the input SSN 
fi25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of currently open and satisfactory finance installment trades 12 months or older
subjectrecordtimeoldest__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,1,0,0.0,Time (in months) since the oldest recorded event on file for subject
g244f__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of finance inquiries (includes duplicates) in past 12 months
educationinstitutionrating__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,1,0,0.0,"Indicates the education program rating for the most recently attended program on subject's file, based on student directories and other college attendance sources. Rating is based on various institution statistics and national ratings (Tier 1 = highest rating, Tier 6 =lowest rating)"
linkf045__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,"Total dollar amount of closed delinquent, return and collection trade segments within last 12 months ONLINE LENDER"
total,527.0,527.0,397.0,397.0,439.0,439.0,648.0,648.0,519.0,519.0,343.0,343.0,343.0,343.0,3,17,115,661,4022.0,
