feature,suffix,feature_name,Description
agg709,__tu,agg709__tu,Aggregate bankcard amount past due for month 9
agg710,__tu,agg710__tu,Aggregate bankcard amount past due for month 10
agg711,__tu,agg711__tu,Aggregate bankcard amount past due for month 11
agg712,__tu,agg712__tu,Aggregate bankcard amount past due for month 12
agg713,__tu,agg713__tu,Aggregate bankcard amount past due for month 13
agg714,__tu,agg714__tu,Aggregate bankcard amount past due for month 14
agg715,__tu,agg715__tu,Aggregate bankcard amount past due for month 15
agg716,__tu,agg716__tu,Aggregate bankcard amount past due for month 16
agg717,__tu,agg717__tu,Aggregate bankcard amount past due for month 17
agg718,__tu,agg718__tu,Aggregate bankcard amount past due for month 18
agg719,__tu,agg719__tu,Aggregate bankcard amount past due for month 19
agg720,__tu,agg720__tu,Aggregate bankcard amount past due for month 20
agg721,__tu,agg721__tu,Aggregate bankcard amount past due for month 21
agg722,__tu,agg722__tu,Aggregate bankcard amount past due for month 22
agg723,__tu,agg723__tu,Aggregate bankcard amount past due for month 23
agg724,__tu,agg724__tu,Aggregate bankcard amount past due for month 24
agg801,__tu,agg801__tu,Aggregate bankcard actual payment for month 1
agg802,__tu,agg802__tu,Aggregate bankcard actual payment for month 2
agg803,__tu,agg803__tu,Aggregate bankcard actual payment for month 3
agg804,__tu,agg804__tu,Aggregate bankcard actual payment for month 4
agg805,__tu,agg805__tu,Aggregate bankcard actual payment for month 5
agg806,__tu,agg806__tu,Aggregate bankcard actual payment for month 6
agg807,__tu,agg807__tu,Aggregate bankcard actual payment for month 7
agg808,__tu,agg808__tu,Aggregate bankcard actual payment for month 8
agg809,__tu,agg809__tu,Aggregate bankcard actual payment for month 9
agg810,__tu,agg810__tu,Aggregate bankcard actual payment for month 10
agg811,__tu,agg811__tu,Aggregate bankcard actual payment for month 11
agg812,__tu,agg812__tu,Aggregate bankcard actual payment for month 12
agg813,__tu,agg813__tu,Aggregate bankcard actual payment for month 13
agg814,__tu,agg814__tu,Aggregate bankcard actual payment for month 14
agg815,__tu,agg815__tu,Aggregate bankcard actual payment for month 15
agg816,__tu,agg816__tu,Aggregate bankcard actual payment for month 16
agg817,__tu,agg817__tu,Aggregate bankcard actual payment for month 17
agg818,__tu,agg818__tu,Aggregate bankcard actual payment for month 18
agg819,__tu,agg819__tu,Aggregate bankcard actual payment for month 19
agg820,__tu,agg820__tu,Aggregate bankcard actual payment for month 20
agg821,__tu,agg821__tu,Aggregate bankcard actual payment for month 21
agg822,__tu,agg822__tu,Aggregate bankcard actual payment for month 22
agg823,__tu,agg823__tu,Aggregate bankcard actual payment for month 23
agg824,__tu,agg824__tu,Aggregate bankcard actual payment for month 24
agg901,__tu,agg901__tu,Number of aggregate non-mortgage balance increases over last 3 months
agg902,__tu,agg902__tu,Number of aggregate non-mortgage balance decreases over last 3 months
agg903,__tu,agg903__tu,Number of aggregate non-mortgage credit line increases over last 3 months
agg904,__tu,agg904__tu,Number of aggregate non-mortgage credit line decreases over last 3 months
agg905,__tu,agg905__tu,Average aggregate bankcard utilization over last 3 months
agg906,__tu,agg906__tu,Average aggregate bankcard utilization over last 12 months
agg907,__tu,agg907__tu,Max aggregate bankcard balance over last 3 months
agg908,__tu,agg908__tu,Max aggregate bankcard balance over last 12 months
agg909,__tu,agg909__tu,Months since max aggregate bankcard balance over last 12 months
agg910,__tu,agg910__tu,Max aggregate bankcard utilization over last 3 months
agg911,__tu,agg911__tu,Max aggregate bankcard utilization over last 12 months
trv01,__tu,trv01__tu,Number of months since overlimit on a bankcard
trv02,__tu,trv02__tu,Number of months overlimit on a bankcard over last 12 months
trv03,__tu,trv03__tu,Number of non-mortgage trades with a balance increase last month
trv04,__tu,trv04__tu,Number of non-mortgage balance increases last 3 months
trv05,__tu,trv05__tu,Number of non-mortgage trades with a balance increase YOY
trv06,__tu,trv06__tu,Number of months non-mortgage balance increases last 12 months
trv07,__tu,trv07__tu,Number of non-mortgage balance decreases last month
trv08,__tu,trv08__tu,Number of non-mortgage balance decreases last 3 months
trv09,__tu,trv09__tu,Number of non-mortgage balance decreases YOY
trv10,__tu,trv10__tu,Number of months non-mortgage balance decreases last 12 months
trv11,__tu,trv11__tu,Number of revolving high credit increases last month
trv12,__tu,trv12__tu,Number of revolving high credit increases last 3 months
trv13,__tu,trv13__tu,Number of revolving high credit increases YOY
trv14,__tu,trv14__tu,Number of months revolving high credit increases last 12 months
trv15,__tu,trv15__tu,Number of bankcard credit limit increases last month
trv16,__tu,trv16__tu,Number of bankcard credit limit increases last 3 months
trv17,__tu,trv17__tu,Number of bankcard credit limit increases YOY
trv18,__tu,trv18__tu,Number of months bankcard credit limit increases last 12 months
trv19,__tu,trv19__tu,Number of bankcard credit limit decreases last month
trv20,__tu,trv20__tu,Number of bankcard credit limit decreases last 3 months
trv21,__tu,trv21__tu,Number of bankcard credit limit decreases YOY
trv22,__tu,trv22__tu,Number of months bankcard credit limit decreases last 12 months
trv23,__tu,trv23__tu,Number of mortgages with a balance decrease 6 months ago to last month
balmag01,__tu,balmag01__tu,Non-mortgage balance magnitude algorithm over last 24 months
balmag02,__tu,balmag02__tu,Bankcard balance magnitude algorithm over last 24 months
rvlr01,__tu,rvlr01__tu,Bankcard revolver trade utilization last month
rvlr02,__tu,rvlr02__tu,Retail revolver trade utilization last month
rvlr03,__tu,rvlr03__tu,Total bankcard revolver trade balance
rvlr04,__tu,rvlr04__tu,Total retail revolver trade balance
rvlr05,__tu,rvlr05__tu,Ratio of bankcard revolver trade balance to total bankcard balance
rvlr06,__tu,rvlr06__tu,Ratio of retail revolver trade balance to total retail balance
rvlr07,__tu,rvlr07__tu,Number of bankcard revolver trades over last month
rvlr08,__tu,rvlr08__tu,Number of bankcard revolver trades over last 3 months
rvlr09,__tu,rvlr09__tu,Number of bankcard revolver trades over last 6 months
rvlr10,__tu,rvlr10__tu,Number of bankcard revolver trades on newly opened cards
rvlr11,__tu,rvlr11__tu,Number of retail revolver trades over last month
rvlr12,__tu,rvlr12__tu,Number of retail revolver trades over last 3 months
rvlr13,__tu,rvlr13__tu,Number of retail revolver trades over last 6 months
rvlr14,__tu,rvlr14__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with highest balance  - month 1 - 8
rvlr15,__tu,rvlr15__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with highest balance  - month 9 - 16
rvlr16,__tu,rvlr16__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with highest balance  - month 17 - 24
rvlr17,__tu,rvlr17__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with second highest balance : month 1 -8
rvlr18,__tu,rvlr18__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with second highest balance  - month 9 - 16
rvlr19,__tu,rvlr19__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with second highest balance  - month 17- 24
rvlr20,__tu,rvlr20__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with third highest balance   - month 1- 8
rvlr21,__tu,rvlr21__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with third highest balance   - month 9- 16
rvlr22,__tu,rvlr22__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with third highest balance   - month 17-24
rvlr23,__tu,rvlr23__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fourth highest balance    month 1 to 8
rvlr24,__tu,rvlr24__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fourth highest balance   - month 9 to16
rvlr25,__tu,rvlr25__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fourth highest balance   - month 17 to 24
rvlr26,__tu,rvlr26__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fifth highest balance   - month 1 to 8
rvlr27,__tu,rvlr27__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fifth highest balance   - month 9 to 16
rvlr28,__tu,rvlr28__tu,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fifth highest balance   - month 17 to 24
rvlr29,__tu,rvlr29__tu,Bankcard balance for bankcard with highest balance
rvlr30,__tu,rvlr30__tu,Bankcard balance for bankcard with second highest balance
rvlr31,__tu,rvlr31__tu,Bankcard balance for bankcard with third highest balance
rvlr32,__tu,rvlr32__tu,Bankcard balance for bankcard with fourth highest balance
rvlr33,__tu,rvlr33__tu,Bankcard balance for bankcard with fifth highest balance
walshr01,__tu,walshr01__tu,Number of bankcard wallet share shifts > 25% last month
walshr02,__tu,walshr02__tu,Number of bankcard wallet share shifts > 25% last 3 months
walshr03,__tu,walshr03__tu,Number of bankcard wallet share shifts > 25% last 12 months
walshr04,__tu,walshr04__tu,Number of bankcard wallet share shifts > 50% last month
walshr05,__tu,walshr05__tu,Number of bankcard wallet share shifts > 50% last 3 months
walshr06,__tu,walshr06__tu,Number of bankcard wallet share shifts > 50% last 12 months
walshr07,__tu,walshr07__tu,Max wallet share shift in last 3 months
walshr08,__tu,walshr08__tu,Max wallet share shift in last 12 months
walshr09,__tu,walshr09__tu,Months since most recent wallet share shift > 25% in last 24 months
walshr10,__tu,walshr10__tu,Months since most recent wallet share shift > 50% in last 24 months
paymnt01,__tu,paymnt01__tu,Number of prepayments on installment loans last 3 months
paymnt02,__tu,paymnt02__tu,Number of prepayments on installment loans last 12 months
paymnt03,__tu,paymnt03__tu,Total amount of prepayments on installment loans last month
paymnt04,__tu,paymnt04__tu,Total amount of prepayments on installment loans last 3 months
paymnt05,__tu,paymnt05__tu,Total amount of prepayments on installment loans last 12 months
paymnt06,__tu,paymnt06__tu,Ratio of actual to minimum payment over last 6 months for installment trades
paymnt07,__tu,paymnt07__tu,Ratio of actual to minimum payment for non-mortgage trades last month
paymnt08,__tu,paymnt08__tu,Ratio of actual to minimum payment for revolving trades last month
paymnt09,__tu,paymnt09__tu,Ratio of actual to minimum payment for bankcard trades last month
paymnt10,__tu,paymnt10__tu,Number of payments in last 3 months
paymnt11,__tu,paymnt11__tu,Number of payments in last 12 months
cv01,__tu,cv01__tu,Months since most recent charge-off occurrence
cv02,__tu,cv02__tu,Months since most recent foreclosure occurrence
cv03,__tu,cv03__tu,Months since most recent repossession occurrence
cv04,__tu,cv04__tu,Months since most recent third party collection occurrence
cv05,__tu,cv05__tu,Months since most recent non-medical third party collection occurrence
cv06,__tu,cv06__tu,Number of mortgage trades with a loan modification
cv07,__tu,cv07__tu,Total balance of mortgage trades with a loan modification updated in past 12 months
cv08,__tu,cv08__tu,Total credit line of mortgage trades with a loan modification
cv09,__tu,cv09__tu,Number of mortgage trades that are 30 or more days past due since a loan modification
cv10,__tu,cv10__tu,Number of trades 30 or more days past due ever
cv11,__tu,cv11__tu,Number of trades 60 or more days past due ever
cv12,__tu,cv12__tu,Number of trades 90 or more days past due ever
cv13,__tu,cv13__tu,Percentage of trades ever delinquent
cv14,__tu,cv14__tu,Number of deduped inquiries
cv15,__tu,cv15__tu,Number of deduped auto inquiries
cv16,__tu,cv16__tu,Number of deduped mortgage inquiries
cv17,__tu,cv17__tu,"Number of trades prior 30 days past due, now current, verified in past 12 months"
cv18,__tu,cv18__tu,"Number of trades prior 60 days past due, now current, verified in past 12 months"
cv19,__tu,cv19__tu,Total balance of trades verified in past 3 months
cv20,__tu,cv20__tu,Total monthly obligation of trades verified in past 3 months
cv21,__tu,cv21__tu,Total payment amount of trades verified in past 3 months
cv22,__tu,cv22__tu,Total balance of credit card trades verified in past 3 months
cv23,__tu,cv23__tu,Total monthly obligation of bankcard trades verified in past 3 months
cv24,__tu,cv24__tu,Total payment amount of bankcard trades verified in past 3 months
cv25,__tu,cv25__tu,Percent of trades from inactive to active status in the past 12 months
cv26,__tu,cv26__tu,Percent of trades from active to inactive status in the past 12 months
cv27,__tu,cv27__tu,Percent of credit card trades from inactive to active status in the past 12 months
cv28,__tu,cv28__tu,Percent of credit card trades from active to inactive status in the past 12 months
